instance,conf.id,gen.seed,nodes,vehi,density,depot.placement,node.placement,solve.seed,time,resets,unused.vehi,cost,travel.time,total.tardiness,max.tardiness
HHCRSP_10_3_1_0.8_C_RC,0.8_C_RC,1,10,3,0.8,C,RC,1,0.3,5,0,172.7,404.0,58.0,56.0
HHCRSP_10_3_95_1.6_C_RC,1.6_C_RC,95,10,3,1.6,C,RC,1,0.4,5,0,102.3,307.0,0.0,0.0
HHCRSP_10_3_52_1.2_R_C,1.2_R_C,52,10,3,1.2,R,C,1,0.3,5,0,84.3,251.0,1.0,1.0
HHCRSP_10_3_54_1.2_C_C,1.2_C_C,54,10,3,1.2,C,C,1,0.4,5,0,85.0,255.0,0.0,0.0
HHCRSP_10_3_36_1.0_R_C,1.0_R_C,36,10,3,1.0,R,C,1,0.3,5,0,252.0,411.0,210.0,135.0
HHCRSP_10_3_22_1.6_R_RC,1.6_R_RC,22,10,3,1.6,R,RC,1,0.4,5,0,147.7,306.0,87.0,50.0
HHCRSP_10_3_96_1.2_R_RC,1.2_R_RC,96,10,3,1.2,R,RC,1,0.3,5,0,89.7,267.0,1.0,1.0
HHCRSP_10_3_62_1.0_R_C,1.0_R_C,62,10,3,1.0,R,C,1,0.3,5,1,148.3,296.0,90.0,59.0
HHCRSP_10_3_48_1.2_C_C,1.2_C_C,48,10,3,1.2,C,C,1,0.4,5,1,76.0,228.0,0.0,0.0
HHCRSP_10_3_37_1.0_R_R,1.0_R_R,37,10,3,1.0,R,R,1,0.3,5,0,109.3,328.0,0.0,0.0
HHCRSP_10_3_76_1.0_C_RC,1.0_C_RC,76,10,3,1.0,C,RC,1,0.4,6,0,100.3,285.0,8.0,8.0
HHCRSP_10_3_11_1.0_R_RC,1.0_R_RC,11,10,3,1.0,R,RC,1,0.3,5,0,96.3,281.0,4.0,4.0
HHCRSP_10_3_81_1.0_C_C,1.0_C_C,81,10,3,1.0,C,C,1,0.3,5,0,68.0,204.0,0.0,0.0
HHCRSP_10_3_100_1.2_R_C,1.2_R_C,100,10,3,1.2,R,C,1,0.3,5,0,51.0,153.0,0.0,0.0
HHCRSP_10_3_12_1.0_R_C,1.0_R_C,12,10,3,1.0,R,C,1,0.3,5,0,98.3,295.0,0.0,0.0
HHCRSP_10_3_44_1.2_R_C,1.2_R_C,44,10,3,1.2,R,C,1,0.4,5,0,127.0,349.0,16.0,16.0
HHCRSP_10_3_8_0.4_R_RC,0.4_R_RC,8,10,3,0.4,R,RC,1,0.3,5,0,74.0,206.0,8.0,8.0
HHCRSP_10_3_59_1.0_R_R,1.0_R_R,59,10,3,1.0,R,R,1,0.3,5,0,122.3,367.0,0.0,0.0
HHCRSP_10_3_72_0.4_R_C,0.4_R_C,72,10,3,0.4,R,C,1,0.4,4,1,82.3,247.0,0.0,0.0
HHCRSP_10_3_48_1.0_C_RC,1.0_C_RC,48,10,3,1.0,C,RC,1,0.4,5,1,85.0,242.0,7.0,6.0
HHCRSP_10_3_44_0.8_C_C,0.8_C_C,44,10,3,0.8,C,C,1,0.3,5,0,78.7,236.0,0.0,0.0
HHCRSP_10_3_28_1.2_R_RC,1.2_R_RC,28,10,3,1.2,R,RC,1,0.4,5,0,296.0,263.0,479.0,146.0
HHCRSP_10_3_67_0.8_C_C,0.8_C_C,67,10,3,0.8,C,C,1,0.3,5,0,74.3,223.0,0.0,0.0
HHCRSP_10_3_53_1.2_C_RC,1.2_C_RC,53,10,3,1.2,C,RC,1,0.3,5,0,96.0,266.0,11.0,11.0
HHCRSP_10_3_66_1.6_C_RC,1.6_C_RC,66,10,3,1.6,C,RC,1,0.4,5,0,123.0,369.0,0.0,0.0
HHCRSP_10_3_80_1.0_C_C,1.0_C_C,80,10,3,1.0,C,C,1,0.3,6,0,53.3,160.0,0.0,0.0
HHCRSP_10_3_76_1.0_C_R,1.0_C_R,76,10,3,1.0,C,R,1,0.3,5,0,154.0,448.0,7.0,7.0
HHCRSP_10_3_60_1.2_C_RC,1.2_C_RC,60,10,3,1.2,C,RC,1,0.4,5,0,130.3,325.0,33.0,33.0
HHCRSP_10_3_61_0.4_R_RC,0.4_R_RC,61,10,3,0.4,R,RC,1,0.4,5,0,97.0,291.0,0.0,0.0
HHCRSP_10_3_12_1.0_C_C,1.0_C_C,12,10,3,1.0,C,C,1,0.3,5,0,202.0,346.0,194.0,66.0
HHCRSP_10_3_97_1.0_R_C,1.0_R_C,97,10,3,1.0,R,C,1,0.3,6,0,97.3,292.0,0.0,0.0
HHCRSP_10_3_92_1.2_C_RC,1.2_C_RC,92,10,3,1.2,C,RC,1,0.3,6,0,87.3,262.0,0.0,0.0
HHCRSP_10_3_13_0.8_R_RC,0.8_R_RC,13,10,3,0.8,R,RC,1,0.3,5,0,106.7,320.0,0.0,0.0
HHCRSP_10_3_46_1.0_R_C,1.0_R_C,46,10,3,1.0,R,C,1,0.3,5,1,90.7,272.0,0.0,0.0
HHCRSP_10_3_21_0.8_C_C,0.8_C_C,21,10,3,0.8,C,C,1,0.4,5,0,92.7,278.0,0.0,0.0
HHCRSP_10_3_53_0.8_C_C,0.8_C_C,53,10,3,0.8,C,C,1,0.3,5,0,63.7,191.0,0.0,0.0
HHCRSP_10_3_2_1.0_C_R,1.0_C_R,2,10,3,1.0,C,R,1,0.3,4,0,79.7,239.0,0.0,0.0
HHCRSP_10_3_30_1.0_R_RC,1.0_R_RC,30,10,3,1.0,R,RC,1,0.3,5,0,114.0,342.0,0.0,0.0
HHCRSP_10_3_26_1.0_C_RC,1.0_C_RC,26,10,3,1.0,C,RC,1,0.4,5,0,174.7,308.0,129.0,87.0
HHCRSP_10_3_89_1.0_R_C,1.0_R_C,89,10,3,1.0,R,C,1,0.3,5,0,113.3,326.0,7.0,7.0
HHCRSP_10_3_82_1.0_C_C,1.0_C_C,82,10,3,1.0,C,C,1,0.4,4,0,87.7,263.0,0.0,0.0
HHCRSP_10_3_5_0.8_R_RC,0.8_R_RC,5,10,3,0.8,R,RC,1,0.4,6,0,104.3,313.0,0.0,0.0
HHCRSP_10_3_63_1.2_C_RC,1.2_C_RC,63,10,3,1.2,C,RC,1,0.4,5,0,99.3,298.0,0.0,0.0
HHCRSP_10_3_21_1.6_C_RC,1.6_C_RC,21,10,3,1.6,C,RC,1,0.3,5,0,102.3,307.0,0.0,0.0
HHCRSP_10_3_66_0.4_R_RC,0.4_R_RC,66,10,3,0.4,R,RC,1,0.4,6,0,111.7,335.0,0.0,0.0
HHCRSP_10_3_54_0.4_R_RC,0.4_R_RC,54,10,3,0.4,R,RC,1,0.4,5,0,118.7,356.0,0.0,0.0
HHCRSP_10_3_36_0.4_C_C,0.4_C_C,36,10,3,0.4,C,C,1,0.3,5,0,94.0,278.0,2.0,2.0
HHCRSP_10_3_54_0.8_R_C,0.8_R_C,54,10,3,0.8,R,C,1,0.3,5,0,129.3,388.0,0.0,0.0
HHCRSP_10_3_19_1.6_R_C,1.6_R_C,19,10,3,1.6,R,C,1,0.3,5,0,87.3,262.0,0.0,0.0
HHCRSP_10_3_44_0.8_C_RC,0.8_C_RC,44,10,3,0.8,C,RC,1,0.3,6,0,61.0,183.0,0.0,0.0
HHCRSP_10_3_82_1.0_R_RC,1.0_R_RC,82,10,3,1.0,R,RC,1,0.4,5,0,90.3,271.0,0.0,0.0
HHCRSP_10_3_15_1.6_R_C,1.6_R_C,15,10,3,1.6,R,C,1,0.3,5,0,111.0,333.0,0.0,0.0
HHCRSP_10_3_51_1.0_R_RC,1.0_R_RC,51,10,3,1.0,R,RC,1,0.3,5,0,97.0,289.0,1.0,1.0
HHCRSP_10_3_56_1.0_R_R,1.0_R_R,56,10,3,1.0,R,R,1,0.3,6,0,92.0,276.0,0.0,0.0
HHCRSP_10_3_76_1.6_C_C,1.6_C_C,76,10,3,1.6,C,C,1,0.3,5,0,119.0,353.0,2.0,2.0
HHCRSP_10_3_57_0.4_R_C,0.4_R_C,57,10,3,0.4,R,C,1,0.3,5,1,76.0,228.0,0.0,0.0
HHCRSP_10_3_62_1.0_C_C,1.0_C_C,62,10,3,1.0,C,C,1,0.3,5,0,93.0,279.0,0.0,0.0
HHCRSP_10_3_41_1.6_C_C,1.6_C_C,41,10,3,1.6,C,C,1,0.4,5,0,78.0,234.0,0.0,0.0
HHCRSP_10_3_47_1.0_C_R,1.0_C_R,47,10,3,1.0,C,R,1,0.3,5,0,119.0,357.0,0.0,0.0
HHCRSP_10_3_2_1.2_R_RC,1.2_R_RC,2,10,3,1.2,R,RC,1,0.3,4,0,87.7,263.0,0.0,0.0
HHCRSP_10_3_85_1.2_R_RC,1.2_R_RC,85,10,3,1.2,R,RC,1,0.4,5,0,73.0,213.0,3.0,3.0
HHCRSP_10_3_35_1.2_C_C,1.2_C_C,35,10,3,1.2,C,C,1,0.3,5,0,97.0,265.0,13.0,13.0
HHCRSP_10_3_68_0.4_C_RC,0.4_C_RC,68,10,3,0.4,C,RC,1,0.3,6,0,97.7,269.0,16.0,8.0
HHCRSP_10_3_94_1.2_C_C,1.2_C_C,94,10,3,1.2,C,C,1,0.3,5,0,142.0,396.0,17.0,13.0
HHCRSP_10_3_40_0.8_C_C,0.8_C_C,40,10,3,0.8,C,C,1,0.3,6,0,73.0,219.0,0.0,0.0
HHCRSP_10_3_46_0.4_C_RC,0.4_C_RC,46,10,3,0.4,C,RC,1,0.3,5,0,234.3,268.0,319.0,116.0
HHCRSP_10_3_56_0.4_R_RC,0.4_R_RC,56,10,3,0.4,R,RC,1,0.3,5,0,92.3,277.0,0.0,0.0
HHCRSP_10_3_78_1.6_R_RC,1.6_R_RC,78,10,3,1.6,R,RC,1,0.3,5,0,116.0,348.0,0.0,0.0
HHCRSP_10_3_70_0.4_C_RC,0.4_C_RC,70,10,3,0.4,C,RC,1,0.3,6,0,70.0,210.0,0.0,0.0
HHCRSP_10_3_28_0.4_C_C,0.4_C_C,28,10,3,0.4,C,C,1,0.3,6,0,64.3,193.0,0.0,0.0
HHCRSP_10_3_15_1.0_R_R,1.0_R_R,15,10,3,1.0,R,R,1,0.3,4,0,170.3,407.0,52.0,52.0
HHCRSP_10_3_25_1.2_R_C,1.2_R_C,25,10,3,1.2,R,C,1,0.3,4,0,87.7,263.0,0.0,0.0
HHCRSP_10_3_55_0.8_R_C,0.8_R_C,55,10,3,0.8,R,C,1,0.4,5,0,91.0,273.0,0.0,0.0
HHCRSP_10_3_9_1.0_C_C,1.0_C_C,9,10,3,1.0,C,C,1,0.3,5,0,324.7,291.0,403.0,280.0
HHCRSP_10_3_26_1.2_R_C,1.2_R_C,26,10,3,1.2,R,C,1,0.3,5,0,63.3,190.0,0.0,0.0
HHCRSP_10_3_48_0.4_R_C,0.4_R_C,48,10,3,0.4,R,C,1,0.3,5,0,121.3,358.0,4.0,2.0
HHCRSP_10_3_83_0.4_C_RC,0.4_C_RC,83,10,3,0.4,C,RC,1,0.3,5,0,113.7,320.0,14.0,7.0
HHCRSP_10_3_16_1.0_R_C,1.0_R_C,16,10,3,1.0,R,C,1,0.3,5,1,92.7,278.0,0.0,0.0
HHCRSP_10_3_28_1.2_C_RC,1.2_C_RC,28,10,3,1.2,C,RC,1,0.3,5,0,97.7,293.0,0.0,0.0
HHCRSP_10_3_51_1.6_R_C,1.6_R_C,51,10,3,1.6,R,C,1,0.3,5,0,186.0,312.0,172.0,74.0
HHCRSP_10_3_78_1.6_R_C,1.6_R_C,78,10,3,1.6,R,C,1,0.3,6,0,121.3,293.0,39.0,32.0
HHCRSP_10_3_1_0.8_C_C,0.8_C_C,1,10,3,0.8,C,C,1,0.4,5,0,274.3,363.0,361.0,99.0
HHCRSP_10_3_40_1.0_R_C,1.0_R_C,40,10,3,1.0,R,C,1,0.3,5,0,129.7,377.0,6.0,6.0
HHCRSP_10_3_31_1.2_R_RC,1.2_R_RC,31,10,3,1.2,R,RC,1,0.3,5,1,72.0,212.0,2.0,2.0
HHCRSP_10_3_55_1.0_R_R,1.0_R_R,55,10,3,1.0,R,R,1,0.3,5,0,82.0,246.0,0.0,0.0
HHCRSP_10_3_84_1.0_C_R,1.0_C_R,84,10,3,1.0,C,R,1,0.4,5,0,87.0,261.0,0.0,0.0
HHCRSP_10_3_16_1.2_R_C,1.2_R_C,16,10,3,1.2,R,C,1,0.3,5,0,133.3,356.0,30.0,14.0
HHCRSP_10_3_68_1.2_C_RC,1.2_C_RC,68,10,3,1.2,C,RC,1,0.3,5,0,206.0,276.0,247.0,95.0
HHCRSP_10_3_65_1.0_C_R,1.0_C_R,65,10,3,1.0,C,R,1,0.4,5,0,81.0,243.0,0.0,0.0
HHCRSP_10_3_64_1.2_R_C,1.2_R_C,64,10,3,1.2,R,C,1,0.4,6,0,89.3,268.0,0.0,0.0
HHCRSP_10_3_28_1.0_C_C,1.0_C_C,28,10,3,1.0,C,C,1,0.3,5,0,83.7,251.0,0.0,0.0
HHCRSP_10_3_49_1.0_C_RC,1.0_C_RC,49,10,3,1.0,C,RC,1,0.3,6,0,108.0,324.0,0.0,0.0
HHCRSP_10_3_21_0.4_R_RC,0.4_R_RC,21,10,3,0.4,R,RC,1,0.3,5,0,84.0,252.0,0.0,0.0
HHCRSP_10_3_2_1.6_C_C,1.6_C_C,2,10,3,1.6,C,C,1,0.4,5,0,45.7,137.0,0.0,0.0
HHCRSP_10_3_74_1.0_R_R,1.0_R_R,74,10,3,1.0,R,R,1,0.4,6,0,65.7,197.0,0.0,0.0
HHCRSP_10_3_92_1.0_R_R,1.0_R_R,92,10,3,1.0,R,R,1,0.3,5,0,88.3,249.0,12.0,4.0
HHCRSP_10_3_61_0.8_C_RC,0.8_C_RC,61,10,3,0.8,C,RC,1,0.3,5,0,72.7,218.0,0.0,0.0
HHCRSP_10_3_88_0.8_C_C,0.8_C_C,88,10,3,0.8,C,C,1,0.3,4,0,69.3,106.0,62.0,40.0
HHCRSP_10_3_75_1.2_R_C,1.2_R_C,75,10,3,1.2,R,C,1,0.3,5,0,118.0,350.0,2.0,2.0
HHCRSP_10_3_34_1.2_C_C,1.2_C_C,34,10,3,1.2,C,C,1,0.3,5,0,96.7,282.0,4.0,4.0
HHCRSP_10_3_100_1.6_R_RC,1.6_R_RC,100,10,3,1.6,R,RC,1,0.3,6,0,93.3,280.0,0.0,0.0
HHCRSP_10_3_64_1.6_R_C,1.6_R_C,64,10,3,1.6,R,C,1,0.3,6,0,83.3,250.0,0.0,0.0
HHCRSP_10_3_50_1.0_R_R,1.0_R_R,50,10,3,1.0,R,R,1,0.3,5,1,158.0,342.0,71.0,61.0
HHCRSP_10_3_45_0.8_C_RC,0.8_C_RC,45,10,3,0.8,C,RC,1,0.4,5,0,119.0,357.0,0.0,0.0
HHCRSP_10_3_92_1.0_R_RC,1.0_R_RC,92,10,3,1.0,R,RC,1,0.3,5,1,115.0,321.0,12.0,12.0
HHCRSP_10_3_41_1.0_R_RC,1.0_R_RC,41,10,3,1.0,R,RC,1,0.3,6,0,109.0,327.0,0.0,0.0
HHCRSP_10_3_1_0.4_R_RC,0.4_R_RC,1,10,3,0.4,R,RC,1,0.3,5,0,185.3,405.0,111.0,40.0
HHCRSP_10_3_15_0.4_R_RC,0.4_R_RC,15,10,3,0.4,R,RC,1,0.3,6,0,125.0,375.0,0.0,0.0
HHCRSP_10_3_34_1.0_R_RC,1.0_R_RC,34,10,3,1.0,R,RC,1,0.4,5,0,91.3,274.0,0.0,0.0
HHCRSP_10_3_45_1.0_R_R,1.0_R_R,45,10,3,1.0,R,R,1,0.3,5,0,105.0,315.0,0.0,0.0
HHCRSP_10_3_75_1.6_R_RC,1.6_R_RC,75,10,3,1.6,R,RC,1,0.4,5,0,97.7,293.0,0.0,0.0
HHCRSP_10_3_3_1.0_R_C,1.0_R_C,3,10,3,1.0,R,C,1,0.4,5,0,104.3,313.0,0.0,0.0
HHCRSP_10_3_45_1.0_C_C,1.0_C_C,45,10,3,1.0,C,C,1,0.3,5,0,170.0,278.0,116.0,116.0
HHCRSP_10_3_31_1.6_C_RC,1.6_C_RC,31,10,3,1.6,C,RC,1,0.4,5,0,58.7,176.0,0.0,0.0
HHCRSP_10_3_47_1.0_R_RC,1.0_R_RC,47,10,3,1.0,R,RC,1,0.3,5,0,114.3,343.0,0.0,0.0
HHCRSP_10_3_74_1.6_C_RC,1.6_C_RC,74,10,3,1.6,C,RC,1,0.3,5,0,68.0,204.0,0.0,0.0
HHCRSP_10_3_62_1.2_R_RC,1.2_R_RC,62,10,3,1.2,R,RC,1,0.4,5,1,108.0,324.0,0.0,0.0
HHCRSP_10_3_24_0.4_C_C,0.4_C_C,24,10,3,0.4,C,C,1,0.3,5,0,142.0,402.0,16.0,8.0
HHCRSP_10_3_64_1.6_R_RC,1.6_R_RC,64,10,3,1.6,R,RC,1,0.4,5,0,101.7,305.0,0.0,0.0
HHCRSP_10_3_99_0.8_C_RC,0.8_C_RC,99,10,3,0.8,C,RC,1,0.4,5,0,117.0,231.0,87.0,33.0
HHCRSP_10_3_40_1.6_C_C,1.6_C_C,40,10,3,1.6,C,C,1,0.3,6,0,94.7,284.0,0.0,0.0
HHCRSP_10_3_99_0.4_C_C,0.4_C_C,99,10,3,0.4,C,C,1,0.3,4,0,99.3,298.0,0.0,0.0
HHCRSP_10_3_61_1.0_R_RC,1.0_R_RC,61,10,3,1.0,R,RC,1,0.4,5,0,82.7,248.0,0.0,0.0
HHCRSP_10_3_13_1.2_C_C,1.2_C_C,13,10,3,1.2,C,C,1,0.3,5,0,89.3,152.0,59.0,57.0
HHCRSP_10_3_8_1.6_C_RC,1.6_C_RC,8,10,3,1.6,C,RC,1,0.3,5,0,60.3,181.0,0.0,0.0
HHCRSP_10_3_88_1.2_C_RC,1.2_C_RC,88,10,3,1.2,C,RC,1,0.4,5,0,124.3,373.0,0.0,0.0
HHCRSP_10_3_52_1.0_C_RC,1.0_C_RC,52,10,3,1.0,C,RC,1,0.3,5,0,87.0,261.0,0.0,0.0
HHCRSP_10_3_32_0.4_R_RC,0.4_R_RC,32,10,3,0.4,R,RC,1,0.3,5,0,135.0,391.0,10.0,4.0
HHCRSP_10_3_73_0.8_C_RC,0.8_C_RC,73,10,3,0.8,C,RC,1,0.3,5,0,139.7,389.0,19.0,11.0
HHCRSP_10_3_14_0.8_C_C,0.8_C_C,14,10,3,0.8,C,C,1,0.3,5,0,90.3,271.0,0.0,0.0
HHCRSP_10_3_18_1.6_C_RC,1.6_C_RC,18,10,3,1.6,C,RC,1,0.3,5,1,138.3,372.0,30.0,13.0
HHCRSP_10_3_13_0.4_R_C,0.4_R_C,13,10,3,0.4,R,C,1,0.3,5,0,56.0,168.0,0.0,0.0
HHCRSP_10_3_29_1.6_C_RC,1.6_C_RC,29,10,3,1.6,C,RC,1,0.4,6,0,90.0,270.0,0.0,0.0
HHCRSP_10_3_91_0.8_C_C,0.8_C_C,91,10,3,0.8,C,C,1,0.3,5,0,107.7,323.0,0.0,0.0
HHCRSP_10_3_11_0.8_R_RC,0.8_R_RC,11,10,3,0.8,R,RC,1,0.3,5,0,96.3,281.0,4.0,4.0
HHCRSP_10_3_80_1.0_R_RC,1.0_R_RC,80,10,3,1.0,R,RC,1,0.4,6,0,108.0,324.0,0.0,0.0
HHCRSP_10_3_5_1.0_C_RC,1.0_C_RC,5,10,3,1.0,C,RC,1,0.3,5,0,111.0,331.0,1.0,1.0
HHCRSP_10_3_90_0.4_C_C,0.4_C_C,90,10,3,0.4,C,C,1,0.3,5,0,67.7,203.0,0.0,0.0
HHCRSP_10_3_53_0.8_R_RC,0.8_R_RC,53,10,3,0.8,R,RC,1,0.3,6,0,97.0,291.0,0.0,0.0
HHCRSP_10_3_74_1.0_C_R,1.0_C_R,74,10,3,1.0,C,R,1,0.3,5,0,70.7,212.0,0.0,0.0
HHCRSP_10_3_51_1.0_C_C,1.0_C_C,51,10,3,1.0,C,C,1,0.4,5,0,131.3,300.0,70.0,24.0
HHCRSP_10_3_15_1.2_R_RC,1.2_R_RC,15,10,3,1.2,R,RC,1,0.3,6,0,77.3,232.0,0.0,0.0
HHCRSP_10_3_96_0.8_C_C,0.8_C_C,96,10,3,0.8,C,C,1,0.3,5,0,135.0,316.0,61.0,28.0
HHCRSP_10_3_47_0.4_R_RC,0.4_R_RC,47,10,3,0.4,R,RC,1,0.3,5,0,114.3,343.0,0.0,0.0
HHCRSP_10_3_91_0.4_R_C,0.4_R_C,91,10,3,0.4,R,C,1,0.3,5,0,68.3,205.0,0.0,0.0
HHCRSP_10_3_24_1.0_R_RC,1.0_R_RC,24,10,3,1.0,R,RC,1,0.3,5,0,88.7,266.0,0.0,0.0
HHCRSP_10_3_58_1.2_C_RC,1.2_C_RC,58,10,3,1.2,C,RC,1,0.3,5,0,108.0,324.0,0.0,0.0
HHCRSP_10_3_79_1.0_C_C,1.0_C_C,79,10,3,1.0,C,C,1,0.3,5,0,93.3,280.0,0.0,0.0
HHCRSP_10_3_9_0.8_C_RC,0.8_C_RC,9,10,3,0.8,C,RC,1,0.3,5,1,80.3,239.0,1.0,1.0
HHCRSP_10_3_37_1.2_C_RC,1.2_C_RC,37,10,3,1.2,C,RC,1,0.3,5,0,128.3,385.0,0.0,0.0
HHCRSP_10_3_14_1.2_C_C,1.2_C_C,14,10,3,1.2,C,C,1,0.3,5,0,105.0,315.0,0.0,0.0
HHCRSP_10_3_62_0.8_C_C,0.8_C_C,62,10,3,0.8,C,C,1,0.3,6,0,100.3,301.0,0.0,0.0
HHCRSP_10_3_30_1.0_C_RC,1.0_C_RC,30,10,3,1.0,C,RC,1,0.3,5,0,79.7,239.0,0.0,0.0
HHCRSP_10_3_72_0.8_C_RC,0.8_C_RC,72,10,3,0.8,C,RC,1,0.3,5,0,69.0,207.0,0.0,0.0
HHCRSP_10_3_57_0.4_R_RC,0.4_R_RC,57,10,3,0.4,R,RC,1,0.4,6,0,94.3,283.0,0.0,0.0
HHCRSP_10_3_30_1.2_R_C,1.2_R_C,30,10,3,1.2,R,C,1,0.3,5,0,41.0,123.0,0.0,0.0
HHCRSP_10_3_52_1.2_C_C,1.2_C_C,52,10,3,1.2,C,C,1,0.3,5,0,98.7,244.0,39.0,13.0
HHCRSP_10_3_55_1.2_R_C,1.2_R_C,55,10,3,1.2,R,C,1,0.3,5,0,154.0,278.0,147.0,37.0
HHCRSP_10_3_99_1.0_C_R,1.0_C_R,99,10,3,1.0,C,R,1,0.3,5,1,82.3,241.0,4.0,2.0
HHCRSP_10_3_4_1.6_R_RC,1.6_R_RC,4,10,3,1.6,R,RC,1,0.4,5,0,84.0,252.0,0.0,0.0
HHCRSP_10_3_22_1.2_C_C,1.2_C_C,22,10,3,1.2,C,C,1,0.3,5,0,78.7,236.0,0.0,0.0
HHCRSP_10_3_6_0.8_R_RC,0.8_R_RC,6,10,3,0.8,R,RC,1,0.3,5,0,101.0,301.0,1.0,1.0
HHCRSP_10_3_32_0.8_R_C,0.8_R_C,32,10,3,0.8,R,C,1,0.3,5,0,95.7,287.0,0.0,0.0
HHCRSP_10_3_14_1.0_R_R,1.0_R_R,14,10,3,1.0,R,R,1,0.4,5,0,105.0,309.0,3.0,3.0
HHCRSP_10_3_75_1.0_C_C,1.0_C_C,75,10,3,1.0,C,C,1,0.3,5,0,123.3,322.0,24.0,24.0
HHCRSP_10_3_74_0.4_R_RC,0.4_R_RC,74,10,3,0.4,R,RC,1,0.3,4,0,79.3,238.0,0.0,0.0
HHCRSP_10_3_76_1.6_R_C,1.6_R_C,76,10,3,1.6,R,C,1,0.3,5,0,123.3,370.0,0.0,0.0
HHCRSP_10_3_25_0.8_C_C,0.8_C_C,25,10,3,0.8,C,C,1,0.3,3,0,76.0,228.0,0.0,0.0
HHCRSP_10_3_77_1.2_C_RC,1.2_C_RC,77,10,3,1.2,C,RC,1,0.3,5,0,104.0,312.0,0.0,0.0
HHCRSP_10_3_58_1.2_R_C,1.2_R_C,58,10,3,1.2,R,C,1,0.4,5,0,81.0,225.0,9.0,9.0
HHCRSP_10_3_77_0.8_C_C,0.8_C_C,77,10,3,0.8,C,C,1,0.3,5,0,91.3,274.0,0.0,0.0
HHCRSP_10_3_52_1.6_R_C,1.6_R_C,52,10,3,1.6,R,C,1,0.4,5,0,108.0,300.0,16.0,8.0
HHCRSP_10_3_83_0.8_C_C,0.8_C_C,83,10,3,0.8,C,C,1,0.4,6,0,90.0,270.0,0.0,0.0
HHCRSP_10_3_16_0.8_R_C,0.8_R_C,16,10,3,0.8,R,C,1,0.3,5,0,104.3,298.0,9.0,6.0
HHCRSP_10_3_99_0.4_R_RC,0.4_R_RC,99,10,3,0.4,R,RC,1,0.3,5,0,83.7,251.0,0.0,0.0
HHCRSP_10_3_47_1.0_C_RC,1.0_C_RC,47,10,3,1.0,C,RC,1,0.3,5,0,112.0,336.0,0.0,0.0
HHCRSP_10_3_27_0.8_C_RC,0.8_C_RC,27,10,3,0.8,C,RC,1,0.4,5,0,79.0,237.0,0.0,0.0
HHCRSP_10_3_61_0.4_C_C,0.4_C_C,61,10,3,0.4,C,C,1,0.3,5,0,238.0,289.0,297.0,128.0
HHCRSP_10_3_64_0.4_C_RC,0.4_C_RC,64,10,3,0.4,C,RC,1,0.3,5,1,119.0,341.0,8.0,8.0
HHCRSP_10_3_18_1.0_C_C,1.0_C_C,18,10,3,1.0,C,C,1,0.3,5,0,102.7,300.0,4.0,4.0
HHCRSP_10_3_1_1.2_C_C,1.2_C_C,1,10,3,1.2,C,C,1,0.4,6,0,144.3,433.0,0.0,0.0
HHCRSP_10_3_81_1.0_R_RC,1.0_R_RC,81,10,3,1.0,R,RC,1,0.3,5,0,83.0,249.0,0.0,0.0
HHCRSP_10_3_46_0.4_C_C,0.4_C_C,46,10,3,0.4,C,C,1,0.3,6,0,70.7,212.0,0.0,0.0
HHCRSP_10_3_98_1.6_C_C,1.6_C_C,98,10,3,1.6,C,C,1,0.3,5,0,175.0,266.0,174.0,85.0
HHCRSP_10_3_68_1.2_R_C,1.2_R_C,68,10,3,1.2,R,C,1,0.3,5,0,104.0,312.0,0.0,0.0
HHCRSP_10_3_97_1.0_R_R,1.0_R_R,97,10,3,1.0,R,R,1,0.4,5,0,105.7,317.0,0.0,0.0
HHCRSP_10_3_23_0.4_C_C,0.4_C_C,23,10,3,0.4,C,C,1,0.4,5,0,94.7,234.0,37.0,13.0
HHCRSP_10_3_8_0.8_C_RC,0.8_C_RC,8,10,3,0.8,C,RC,1,0.3,6,0,92.0,276.0,0.0,0.0
HHCRSP_10_3_4_0.4_R_C,0.4_R_C,4,10,3,0.4,R,C,1,0.4,6,0,59.3,178.0,0.0,0.0
HHCRSP_10_3_94_1.2_R_RC,1.2_R_RC,94,10,3,1.2,R,RC,1,0.4,5,0,184.3,325.0,176.0,52.0
HHCRSP_10_3_45_1.0_C_R,1.0_C_R,45,10,3,1.0,C,R,1,0.3,5,0,113.3,340.0,0.0,0.0
HHCRSP_10_3_70_0.4_C_C,0.4_C_C,70,10,3,0.4,C,C,1,0.3,5,0,65.3,196.0,0.0,0.0
HHCRSP_10_3_53_1.6_C_RC,1.6_C_RC,53,10,3,1.6,C,RC,1,0.3,5,0,96.0,266.0,11.0,11.0
HHCRSP_10_3_31_1.0_C_RC,1.0_C_RC,31,10,3,1.0,C,RC,1,0.3,5,0,66.3,199.0,0.0,0.0
HHCRSP_10_3_30_0.4_R_C,0.4_R_C,30,10,3,0.4,R,C,1,0.4,4,0,86.0,258.0,0.0,0.0
HHCRSP_10_3_61_1.6_C_RC,1.6_C_RC,61,10,3,1.6,C,RC,1,0.3,6,0,76.0,228.0,0.0,0.0
HHCRSP_10_3_97_0.8_R_RC,0.8_R_RC,97,10,3,0.8,R,RC,1,0.3,5,0,88.3,265.0,0.0,0.0
