instance,conf.id,gen.seed,nodes,vehi,density,depot.placement,node.placement,solve.seed,time,resets,unused.vehi,cost,travel.time,total.tardiness,max.tardiness
HHCRSP_10_3_25_1.6_R_C,1.6_R_C,25,10,3,1.6,R,C,1,0.3,5,0,96.3,289.0,0.0,0.0
HHCRSP_10_3_72_0.8_R_C,0.8_R_C,72,10,3,0.8,R,C,1,0.3,6,0,115.3,346.0,0.0,0.0
HHCRSP_10_3_38_0.8_C_C,0.8_C_C,38,10,3,0.8,C,C,1,0.3,5,1,56.7,170.0,0.0,0.0
HHCRSP_10_3_94_1.6_C_RC,1.6_C_RC,94,10,3,1.6,C,RC,1,0.4,5,0,110.7,332.0,0.0,0.0
HHCRSP_10_3_60_1.0_C_RC,1.0_C_RC,60,10,3,1.0,C,RC,1,0.3,5,0,75.0,225.0,0.0,0.0
HHCRSP_10_3_90_1.0_R_RC,1.0_R_RC,90,10,3,1.0,R,RC,1,0.3,5,0,66.3,184.0,10.0,5.0
HHCRSP_10_3_50_0.8_R_RC,0.8_R_RC,50,10,3,0.8,R,RC,1,0.3,5,0,154.3,329.0,97.0,37.0
HHCRSP_10_3_18_0.4_C_C,0.4_C_C,18,10,3,0.4,C,C,1,0.4,6,0,121.0,354.0,6.0,3.0
HHCRSP_10_3_78_1.0_R_C,1.0_R_C,78,10,3,1.0,R,C,1,0.3,5,0,152.7,348.0,63.0,47.0
HHCRSP_10_3_58_1.0_R_C,1.0_R_C,58,10,3,1.0,R,C,1,0.3,5,1,93.0,279.0,0.0,0.0
HHCRSP_10_3_80_0.8_R_RC,0.8_R_RC,80,10,3,0.8,R,RC,1,0.4,6,0,108.0,324.0,0.0,0.0
HHCRSP_10_3_69_1.0_C_RC,1.0_C_RC,69,10,3,1.0,C,RC,1,0.3,6,0,124.0,330.0,28.0,14.0
HHCRSP_10_3_66_1.0_R_C,1.0_R_C,66,10,3,1.0,R,C,1,0.3,5,0,103.0,309.0,0.0,0.0
HHCRSP_10_3_12_0.8_R_C,0.8_R_C,12,10,3,0.8,R,C,1,0.3,6,0,105.7,309.0,4.0,4.0
HHCRSP_10_3_45_1.0_C_RC,1.0_C_RC,45,10,3,1.0,C,RC,1,0.3,5,0,119.0,357.0,0.0,0.0
HHCRSP_10_3_6_1.0_C_R,1.0_C_R,6,10,3,1.0,C,R,1,0.3,5,0,100.7,247.0,35.0,20.0
HHCRSP_10_3_51_1.2_C_RC,1.2_C_RC,51,10,3,1.2,C,RC,1,0.3,5,0,86.7,260.0,0.0,0.0
HHCRSP_10_3_68_0.8_R_C,0.8_R_C,68,10,3,0.8,R,C,1,0.3,5,1,99.7,299.0,0.0,0.0
HHCRSP_10_3_93_1.2_C_C,1.2_C_C,93,10,3,1.2,C,C,1,0.3,5,0,73.7,221.0,0.0,0.0
HHCRSP_10_3_38_1.2_C_C,1.2_C_C,38,10,3,1.2,C,C,1,0.3,5,0,64.7,194.0,0.0,0.0
HHCRSP_10_3_98_1.0_R_RC,1.0_R_RC,98,10,3,1.0,R,RC,1,0.3,5,1,164.3,322.0,121.0,50.0
HHCRSP_10_3_7_1.0_R_R,1.0_R_R,7,10,3,1.0,R,R,1,0.4,5,0,104.7,304.0,5.0,5.0
HHCRSP_10_3_82_0.8_R_RC,0.8_R_RC,82,10,3,0.8,R,RC,1,0.4,5,0,88.7,266.0,0.0,0.0
HHCRSP_10_3_44_1.0_R_C,1.0_R_C,44,10,3,1.0,R,C,1,0.3,5,0,106.3,240.0,56.0,23.0
HHCRSP_10_3_6_1.0_C_RC,1.0_C_RC,6,10,3,1.0,C,RC,1,0.4,6,0,61.0,183.0,0.0,0.0
HHCRSP_10_3_33_0.8_R_C,0.8_R_C,33,10,3,0.8,R,C,1,0.3,5,0,123.3,364.0,4.0,2.0
HHCRSP_10_3_27_0.4_R_C,0.4_R_C,27,10,3,0.4,R,C,1,0.4,5,0,135.7,407.0,0.0,0.0
HHCRSP_10_3_41_1.6_R_RC,1.6_R_RC,41,10,3,1.6,R,RC,1,0.4,6,0,109.0,327.0,0.0,0.0
HHCRSP_10_3_28_0.8_C_RC,0.8_C_RC,28,10,3,0.8,C,RC,1,0.3,5,0,97.7,293.0,0.0,0.0
HHCRSP_10_3_21_0.8_R_RC,0.8_R_RC,21,10,3,0.8,R,RC,1,0.4,5,0,87.3,248.0,7.0,7.0
HHCRSP_10_3_66_1.0_C_RC,1.0_C_RC,66,10,3,1.0,C,RC,1,0.3,5,0,123.0,369.0,0.0,0.0
HHCRSP_10_3_14_1.6_C_C,1.6_C_C,14,10,3,1.6,C,C,1,0.4,5,0,113.3,340.0,0.0,0.0
HHCRSP_10_3_89_1.6_C_RC,1.6_C_RC,89,10,3,1.6,C,RC,1,0.3,5,0,91.7,275.0,0.0,0.0
HHCRSP_10_3_63_1.0_R_R,1.0_R_R,63,10,3,1.0,R,R,1,0.3,5,0,127.7,381.0,1.0,1.0
HHCRSP_10_3_10_0.8_C_C,0.8_C_C,10,10,3,0.8,C,C,1,0.4,5,0,76.7,230.0,0.0,0.0
HHCRSP_10_3_3_1.2_R_C,1.2_R_C,3,10,3,1.2,R,C,1,0.3,5,0,104.3,313.0,0.0,0.0
HHCRSP_10_3_88_1.0_R_C,1.0_R_C,88,10,3,1.0,R,C,1,0.3,5,1,113.7,341.0,0.0,0.0
HHCRSP_10_3_81_1.2_C_RC,1.2_C_RC,81,10,3,1.2,C,RC,1,0.4,5,0,110.0,330.0,0.0,0.0
HHCRSP_10_3_35_1.2_C_RC,1.2_C_RC,35,10,3,1.2,C,RC,1,0.3,5,0,338.0,307.0,547.0,160.0
HHCRSP_10_3_52_1.6_R_RC,1.6_R_RC,52,10,3,1.6,R,RC,1,0.3,5,1,96.0,278.0,6.0,4.0
HHCRSP_10_3_100_1.6_C_C,1.6_C_C,100,10,3,1.6,C,C,1,0.3,5,0,61.3,184.0,0.0,0.0
HHCRSP_10_3_61_1.0_R_R,1.0_R_R,61,10,3,1.0,R,R,1,0.3,5,0,135.0,325.0,56.0,24.0
HHCRSP_10_3_24_1.6_C_C,1.6_C_C,24,10,3,1.6,C,C,1,0.4,5,0,115.7,347.0,0.0,0.0
HHCRSP_10_3_100_0.4_R_RC,0.4_R_RC,100,10,3,0.4,R,RC,1,0.4,4,0,81.3,240.0,2.0,2.0
HHCRSP_10_3_93_0.8_R_C,0.8_R_C,93,10,3,0.8,R,C,1,0.3,5,0,61.7,185.0,0.0,0.0
HHCRSP_10_3_92_1.6_R_RC,1.6_R_RC,92,10,3,1.6,R,RC,1,0.3,6,0,100.7,277.0,20.0,5.0
HHCRSP_10_3_49_1.2_R_C,1.2_R_C,49,10,3,1.2,R,C,1,0.3,5,1,94.3,277.0,4.0,2.0
HHCRSP_10_3_21_1.0_R_R,1.0_R_R,21,10,3,1.0,R,R,1,0.3,5,0,89.7,269.0,0.0,0.0
HHCRSP_10_3_77_1.6_R_RC,1.6_R_RC,77,10,3,1.6,R,RC,1,0.3,6,0,90.3,271.0,0.0,0.0
HHCRSP_10_3_56_1.0_C_C,1.0_C_C,56,10,3,1.0,C,C,1,0.3,6,0,51.3,154.0,0.0,0.0
HHCRSP_10_3_90_0.8_C_C,0.8_C_C,90,10,3,0.8,C,C,1,0.3,5,0,69.7,209.0,0.0,0.0
HHCRSP_10_3_89_0.4_R_RC,0.4_R_RC,89,10,3,0.4,R,RC,1,0.3,6,0,91.3,274.0,0.0,0.0
HHCRSP_10_3_64_1.6_C_C,1.6_C_C,64,10,3,1.6,C,C,1,0.3,5,0,124.7,374.0,0.0,0.0
HHCRSP_10_3_50_1.6_R_RC,1.6_R_RC,50,10,3,1.6,R,RC,1,0.3,5,0,154.3,329.0,97.0,37.0
HHCRSP_10_3_29_1.2_R_C,1.2_R_C,29,10,3,1.2,R,C,1,0.4,6,0,74.7,224.0,0.0,0.0
HHCRSP_10_3_2_1.2_C_C,1.2_C_C,2,10,3,1.2,C,C,1,0.3,5,0,49.0,147.0,0.0,0.0
HHCRSP_10_3_64_1.0_C_R,1.0_C_R,64,10,3,1.0,C,R,1,0.4,5,0,110.7,332.0,0.0,0.0
HHCRSP_10_3_78_0.8_C_RC,0.8_C_RC,78,10,3,0.8,C,RC,1,0.3,6,0,99.3,298.0,0.0,0.0
HHCRSP_10_3_50_1.6_R_C,1.6_R_C,50,10,3,1.6,R,C,1,0.3,5,0,185.3,360.0,98.0,98.0
HHCRSP_10_3_33_1.0_R_R,1.0_R_R,33,10,3,1.0,R,R,1,0.3,5,0,213.0,413.0,183.0,43.0
HHCRSP_10_3_33_0.8_R_RC,0.8_R_RC,33,10,3,0.8,R,RC,1,0.3,5,0,99.7,285.0,7.0,7.0
HHCRSP_10_3_8_0.4_C_RC,0.4_C_RC,8,10,3,0.4,C,RC,1,0.4,5,0,66.7,200.0,0.0,0.0
HHCRSP_10_3_16_1.0_C_C,1.0_C_C,16,10,3,1.0,C,C,1,0.3,5,0,74.0,222.0,0.0,0.0
HHCRSP_10_3_30_0.4_C_C,0.4_C_C,30,10,3,0.4,C,C,1,0.3,4,0,61.7,185.0,0.0,0.0
HHCRSP_10_3_20_1.2_C_RC,1.2_C_RC,20,10,3,1.2,C,RC,1,0.3,5,0,110.0,330.0,0.0,0.0
HHCRSP_10_3_79_1.6_R_RC,1.6_R_RC,79,10,3,1.6,R,RC,1,0.3,5,0,160.3,397.0,53.0,31.0
HHCRSP_10_3_97_0.8_C_C,0.8_C_C,97,10,3,0.8,C,C,1,0.3,5,0,93.3,280.0,0.0,0.0
HHCRSP_10_3_68_0.4_R_C,0.4_R_C,68,10,3,0.4,R,C,1,0.4,5,0,90.0,240.0,20.0,10.0
HHCRSP_10_3_32_0.8_C_RC,0.8_C_RC,32,10,3,0.8,C,RC,1,0.3,5,0,115.7,347.0,0.0,0.0
HHCRSP_10_3_39_1.0_C_R,1.0_C_R,39,10,3,1.0,C,R,1,0.3,6,0,120.3,361.0,0.0,0.0
HHCRSP_10_3_83_0.8_R_RC,0.8_R_RC,83,10,3,0.8,R,RC,1,0.3,5,0,133.7,401.0,0.0,0.0
HHCRSP_10_3_97_1.0_C_R,1.0_C_R,97,10,3,1.0,C,R,1,0.3,5,0,113.3,340.0,0.0,0.0
HHCRSP_10_3_48_1.0_R_RC,1.0_R_RC,48,10,3,1.0,R,RC,1,0.3,5,0,75.3,226.0,0.0,0.0
HHCRSP_10_3_73_1.0_R_C,1.0_R_C,73,10,3,1.0,R,C,1,0.3,6,0,115.7,347.0,0.0,0.0
HHCRSP_10_3_19_1.2_R_RC,1.2_R_RC,19,10,3,1.2,R,RC,1,0.4,5,0,143.3,353.0,45.0,32.0
HHCRSP_10_3_29_1.6_R_C,1.6_R_C,29,10,3,1.6,R,C,1,0.3,6,0,104.0,302.0,5.0,5.0
HHCRSP_10_3_21_0.8_C_RC,0.8_C_RC,21,10,3,0.8,C,RC,1,0.4,5,0,95.0,285.0,0.0,0.0
HHCRSP_10_3_92_0.8_R_C,0.8_R_C,92,10,3,0.8,R,C,1,0.4,5,0,78.3,235.0,0.0,0.0
HHCRSP_10_3_17_1.0_C_C,1.0_C_C,17,10,3,1.0,C,C,1,0.3,5,0,78.0,234.0,0.0,0.0
HHCRSP_10_3_81_1.2_C_C,1.2_C_C,81,10,3,1.2,C,C,1,0.3,5,0,79.0,237.0,0.0,0.0
HHCRSP_10_3_80_0.4_C_C,0.4_C_C,80,10,3,0.4,C,C,1,0.3,6,0,66.0,198.0,0.0,0.0
HHCRSP_10_3_42_1.6_C_RC,1.6_C_RC,42,10,3,1.6,C,RC,1,0.4,5,0,114.0,339.0,2.0,1.0
HHCRSP_10_3_86_1.2_R_RC,1.2_R_RC,86,10,3,1.2,R,RC,1,0.3,5,0,115.0,345.0,0.0,0.0
HHCRSP_10_3_26_0.4_R_C,0.4_R_C,26,10,3,0.4,R,C,1,0.3,5,0,133.0,399.0,0.0,0.0
HHCRSP_10_3_36_1.0_R_RC,1.0_R_RC,36,10,3,1.0,R,RC,1,0.3,5,0,95.3,272.0,7.0,7.0
HHCRSP_10_3_47_1.6_R_C,1.6_R_C,47,10,3,1.6,R,C,1,0.3,5,0,108.3,325.0,0.0,0.0
HHCRSP_10_3_24_1.6_R_C,1.6_R_C,24,10,3,1.6,R,C,1,0.3,5,0,116.3,330.0,12.0,7.0
HHCRSP_10_3_57_1.2_R_RC,1.2_R_RC,57,10,3,1.2,R,RC,1,0.3,6,0,81.0,243.0,0.0,0.0
HHCRSP_10_3_7_1.6_R_RC,1.6_R_RC,7,10,3,1.6,R,RC,1,0.3,5,0,110.7,332.0,0.0,0.0
HHCRSP_10_3_67_0.4_R_RC,0.4_R_RC,67,10,3,0.4,R,RC,1,0.3,5,0,97.0,291.0,0.0,0.0
HHCRSP_10_3_15_1.0_C_RC,1.0_C_RC,15,10,3,1.0,C,RC,1,0.3,5,0,106.7,312.0,4.0,4.0
HHCRSP_10_3_22_0.8_C_RC,0.8_C_RC,22,10,3,0.8,C,RC,1,0.3,5,0,135.0,301.0,71.0,33.0
HHCRSP_10_3_11_1.0_C_R,1.0_C_R,11,10,3,1.0,C,R,1,0.4,5,0,151.7,326.0,83.0,46.0
HHCRSP_10_3_76_1.2_R_RC,1.2_R_RC,76,10,3,1.2,R,RC,1,0.3,5,1,154.7,350.0,79.0,35.0
HHCRSP_10_3_72_0.8_C_C,0.8_C_C,72,10,3,0.8,C,C,1,0.3,5,0,91.7,275.0,0.0,0.0
HHCRSP_10_3_91_1.0_C_R,1.0_C_R,91,10,3,1.0,C,R,1,0.3,6,0,89.3,268.0,0.0,0.0
HHCRSP_10_3_26_0.8_C_RC,0.8_C_RC,26,10,3,0.8,C,RC,1,0.3,5,0,174.7,308.0,129.0,87.0
HHCRSP_10_3_77_0.4_R_RC,0.4_R_RC,77,10,3,0.4,R,RC,1,0.3,5,0,104.3,313.0,0.0,0.0
HHCRSP_10_3_21_0.8_R_C,0.8_R_C,21,10,3,0.8,R,C,1,0.3,5,0,80.0,240.0,0.0,0.0
HHCRSP_10_3_71_1.6_R_C,1.6_R_C,71,10,3,1.6,R,C,1,0.3,5,0,97.3,292.0,0.0,0.0
HHCRSP_10_3_32_1.2_C_RC,1.2_C_RC,32,10,3,1.2,C,RC,1,0.4,5,0,115.7,347.0,0.0,0.0
HHCRSP_10_3_43_1.0_C_RC,1.0_C_RC,43,10,3,1.0,C,RC,1,0.3,6,0,90.0,270.0,0.0,0.0
HHCRSP_10_3_96_1.2_C_C,1.2_C_C,96,10,3,1.2,C,C,1,0.3,6,0,85.0,255.0,0.0,0.0
HHCRSP_10_3_10_1.0_C_C,1.0_C_C,10,10,3,1.0,C,C,1,0.3,5,0,65.3,196.0,0.0,0.0
HHCRSP_10_3_6_0.4_C_C,0.4_C_C,6,10,3,0.4,C,C,1,0.4,5,0,76.7,230.0,0.0,0.0
HHCRSP_10_3_60_0.8_R_C,0.8_R_C,60,10,3,0.8,R,C,1,0.4,5,0,109.3,272.0,28.0,28.0
HHCRSP_10_3_79_1.0_C_R,1.0_C_R,79,10,3,1.0,C,R,1,0.3,5,0,118.0,354.0,0.0,0.0
HHCRSP_10_3_83_1.2_R_C,1.2_R_C,83,10,3,1.2,R,C,1,0.4,5,0,87.0,261.0,0.0,0.0
HHCRSP_10_3_31_0.4_C_C,0.4_C_C,31,10,3,0.4,C,C,1,0.3,5,1,142.7,193.0,144.0,91.0
HHCRSP_10_3_37_0.4_C_RC,0.4_C_RC,37,10,3,0.4,C,RC,1,0.3,5,0,128.3,385.0,0.0,0.0
HHCRSP_10_3_85_1.0_R_C,1.0_R_C,85,10,3,1.0,R,C,1,0.3,5,0,88.7,266.0,0.0,0.0
HHCRSP_10_3_9_1.6_R_RC,1.6_R_RC,9,10,3,1.6,R,RC,1,0.3,5,0,132.3,328.0,39.0,30.0
HHCRSP_10_3_33_1.2_C_C,1.2_C_C,33,10,3,1.2,C,C,1,0.3,5,0,146.0,438.0,0.0,0.0
HHCRSP_10_3_83_1.6_C_C,1.6_C_C,83,10,3,1.6,C,C,1,0.3,6,0,177.3,342.0,138.0,52.0
HHCRSP_10_3_12_1.6_C_C,1.6_C_C,12,10,3,1.6,C,C,1,0.3,5,0,126.3,291.0,51.0,37.0
HHCRSP_10_3_57_1.0_C_C,1.0_C_C,57,10,3,1.0,C,C,1,0.3,5,0,80.7,242.0,0.0,0.0
HHCRSP_10_3_68_1.6_C_C,1.6_C_C,68,10,3,1.6,C,C,1,0.3,5,1,89.7,196.0,45.0,28.0
HHCRSP_10_3_53_1.6_C_C,1.6_C_C,53,10,3,1.6,C,C,1,0.3,5,0,49.3,148.0,0.0,0.0
HHCRSP_10_3_87_1.0_R_R,1.0_R_R,87,10,3,1.0,R,R,1,0.3,5,0,175.0,358.0,103.0,64.0
HHCRSP_10_3_43_1.0_C_C,1.0_C_C,43,10,3,1.0,C,C,1,0.3,5,0,77.3,232.0,0.0,0.0
HHCRSP_10_3_16_0.8_C_C,0.8_C_C,16,10,3,0.8,C,C,1,0.3,5,0,145.3,352.0,56.0,28.0
HHCRSP_10_3_7_1.0_C_RC,1.0_C_RC,7,10,3,1.0,C,RC,1,0.4,5,0,116.0,340.0,4.0,4.0
HHCRSP_10_3_18_0.8_C_C,0.8_C_C,18,10,3,0.8,C,C,1,0.3,5,0,150.3,367.0,47.0,37.0
HHCRSP_10_3_15_1.0_R_RC,1.0_R_RC,15,10,3,1.0,R,RC,1,0.3,5,0,147.0,385.0,34.0,22.0
HHCRSP_10_3_4_0.4_C_C,0.4_C_C,4,10,3,0.4,C,C,1,0.4,5,0,59.0,177.0,0.0,0.0
HHCRSP_10_3_63_1.6_C_C,1.6_C_C,63,10,3,1.6,C,C,1,0.3,5,0,91.3,274.0,0.0,0.0
HHCRSP_10_3_75_1.0_C_R,1.0_C_R,75,10,3,1.0,C,R,1,0.3,5,0,107.7,323.0,0.0,0.0
HHCRSP_10_3_69_1.2_C_C,1.2_C_C,69,10,3,1.2,C,C,1,0.3,6,0,137.7,399.0,7.0,7.0
HHCRSP_10_3_38_0.4_R_C,0.4_R_C,38,10,3,0.4,R,C,1,0.3,5,0,251.0,247.0,376.0,130.0
HHCRSP_10_3_97_1.0_C_RC,1.0_C_RC,97,10,3,1.0,C,RC,1,0.3,6,0,105.7,317.0,0.0,0.0
HHCRSP_10_3_77_1.6_C_C,1.6_C_C,77,10,3,1.6,C,C,1,0.3,5,0,90.3,271.0,0.0,0.0
HHCRSP_10_3_3_0.8_C_RC,0.8_C_RC,3,10,3,0.8,C,RC,1,0.3,5,0,165.3,316.0,135.0,45.0
HHCRSP_10_3_35_0.4_C_C,0.4_C_C,35,10,3,0.4,C,C,1,0.4,5,0,63.3,190.0,0.0,0.0
HHCRSP_10_3_79_0.4_R_RC,0.4_R_RC,79,10,3,0.4,R,RC,1,0.3,5,0,160.3,397.0,53.0,31.0
HHCRSP_10_3_47_1.0_C_C,1.0_C_C,47,10,3,1.0,C,C,1,0.4,5,0,207.0,430.0,138.0,53.0
HHCRSP_10_3_53_1.6_R_C,1.6_R_C,53,10,3,1.6,R,C,1,0.4,5,0,53.3,160.0,0.0,0.0
HHCRSP_10_3_62_1.2_R_C,1.2_R_C,62,10,3,1.2,R,C,1,0.3,5,1,128.7,384.0,1.0,1.0
HHCRSP_10_3_95_0.4_C_C,0.4_C_C,95,10,3,0.4,C,C,1,0.3,5,0,91.7,275.0,0.0,0.0
HHCRSP_10_3_95_0.8_R_RC,0.8_R_RC,95,10,3,0.8,R,RC,1,0.3,5,0,115.0,343.0,1.0,1.0
HHCRSP_10_3_9_1.0_C_R,1.0_C_R,9,10,3,1.0,C,R,1,0.3,6,0,112.7,320.0,9.0,9.0
HHCRSP_10_3_77_0.8_R_RC,0.8_R_RC,77,10,3,0.8,R,RC,1,0.4,5,0,104.3,313.0,0.0,0.0
HHCRSP_10_3_27_0.4_C_C,0.4_C_C,27,10,3,0.4,C,C,1,0.3,5,0,133.7,264.0,88.0,49.0
HHCRSP_10_3_75_0.8_R_RC,0.8_R_RC,75,10,3,0.8,R,RC,1,0.3,5,0,97.7,293.0,0.0,0.0
HHCRSP_10_3_38_0.4_R_RC,0.4_R_RC,38,10,3,0.4,R,RC,1,0.3,5,0,100.0,300.0,0.0,0.0
HHCRSP_10_3_41_0.4_C_C,0.4_C_C,41,10,3,0.4,C,C,1,0.3,5,0,112.3,337.0,0.0,0.0
HHCRSP_10_3_9_0.4_R_C,0.4_R_C,9,10,3,0.4,R,C,1,0.4,5,0,125.3,306.0,48.0,22.0
HHCRSP_10_3_3_0.8_R_C,0.8_R_C,3,10,3,0.8,R,C,1,0.4,5,1,206.7,322.0,213.0,85.0
HHCRSP_10_3_18_0.8_R_C,0.8_R_C,18,10,3,0.8,R,C,1,0.3,5,0,137.3,316.0,48.0,48.0
HHCRSP_10_3_54_0.4_C_RC,0.4_C_RC,54,10,3,0.4,C,RC,1,0.3,5,1,103.3,310.0,0.0,0.0
HHCRSP_10_3_5_1.2_C_C,1.2_C_C,5,10,3,1.2,C,C,1,0.3,5,0,72.0,216.0,0.0,0.0
HHCRSP_10_3_82_0.4_C_RC,0.4_C_RC,82,10,3,0.4,C,RC,1,0.3,5,0,81.3,244.0,0.0,0.0
HHCRSP_10_3_10_0.4_R_RC,0.4_R_RC,10,10,3,0.4,R,RC,1,0.3,5,0,91.3,274.0,0.0,0.0
HHCRSP_10_3_18_1.0_R_C,1.0_R_C,18,10,3,1.0,R,C,1,0.3,5,0,112.0,336.0,0.0,0.0
HHCRSP_10_3_11_1.6_R_RC,1.6_R_RC,11,10,3,1.6,R,RC,1,0.4,5,0,96.3,281.0,4.0,4.0
HHCRSP_10_3_94_0.8_R_RC,0.8_R_RC,94,10,3,0.8,R,RC,1,0.3,5,0,184.3,325.0,176.0,52.0
HHCRSP_10_3_23_0.8_C_RC,0.8_C_RC,23,10,3,0.8,C,RC,1,0.4,5,0,178.7,300.0,128.0,108.0
HHCRSP_10_3_83_0.4_R_C,0.4_R_C,83,10,3,0.4,R,C,1,0.3,5,0,138.3,415.0,0.0,0.0
HHCRSP_10_3_84_1.6_R_C,1.6_R_C,84,10,3,1.6,R,C,1,0.4,5,1,114.3,333.0,5.0,5.0
HHCRSP_10_3_26_0.8_R_RC,0.8_R_RC,26,10,3,0.8,R,RC,1,0.3,5,0,84.7,254.0,0.0,0.0
HHCRSP_10_3_75_0.8_R_C,0.8_R_C,75,10,3,0.8,R,C,1,0.3,6,0,67.0,201.0,0.0,0.0
HHCRSP_10_3_25_0.4_R_C,0.4_R_C,25,10,3,0.4,R,C,1,0.4,5,0,76.0,220.0,4.0,4.0
HHCRSP_10_3_76_1.2_R_C,1.2_R_C,76,10,3,1.2,R,C,1,0.4,5,1,90.0,270.0,0.0,0.0
HHCRSP_10_3_60_1.6_C_RC,1.6_C_RC,60,10,3,1.6,C,RC,1,0.3,5,0,130.3,325.0,33.0,33.0
HHCRSP_10_3_64_1.0_R_R,1.0_R_R,64,10,3,1.0,R,R,1,0.3,5,0,156.0,399.0,37.0,32.0
HHCRSP_10_3_45_1.6_C_RC,1.6_C_RC,45,10,3,1.6,C,RC,1,0.3,5,0,119.0,357.0,0.0,0.0
HHCRSP_10_3_77_1.0_C_RC,1.0_C_RC,77,10,3,1.0,C,RC,1,0.3,6,0,103.0,309.0,0.0,0.0
HHCRSP_10_3_25_1.0_C_R,1.0_C_R,25,10,3,1.0,C,R,1,0.4,5,0,73.3,220.0,0.0,0.0
HHCRSP_10_3_53_1.2_R_C,1.2_R_C,53,10,3,1.2,R,C,1,0.3,5,0,65.3,196.0,0.0,0.0
HHCRSP_10_3_59_0.4_C_C,0.4_C_C,59,10,3,0.4,C,C,1,0.3,5,1,135.3,224.0,91.0,91.0
HHCRSP_10_3_13_1.0_R_RC,1.0_R_RC,13,10,3,1.0,R,RC,1,0.4,5,0,106.7,320.0,0.0,0.0
HHCRSP_10_3_22_1.0_C_RC,1.0_C_RC,22,10,3,1.0,C,RC,1,0.4,5,0,135.0,301.0,71.0,33.0
HHCRSP_10_3_97_1.6_R_C,1.6_R_C,97,10,3,1.6,R,C,1,0.4,6,0,68.7,206.0,0.0,0.0
HHCRSP_10_3_81_1.2_R_C,1.2_R_C,81,10,3,1.2,R,C,1,0.3,5,0,241.7,309.0,341.0,75.0
HHCRSP_10_3_33_1.0_C_RC,1.0_C_RC,33,10,3,1.0,C,RC,1,0.3,6,0,90.3,271.0,0.0,0.0
HHCRSP_10_3_56_0.8_C_C,0.8_C_C,56,10,3,0.8,C,C,1,0.3,6,0,58.3,175.0,0.0,0.0
HHCRSP_10_3_56_1.0_C_RC,1.0_C_RC,56,10,3,1.0,C,RC,1,0.4,5,0,69.3,198.0,5.0,5.0
HHCRSP_10_3_80_1.6_C_C,1.6_C_C,80,10,3,1.6,C,C,1,0.4,6,0,59.3,178.0,0.0,0.0
HHCRSP_10_3_63_0.8_R_RC,0.8_R_RC,63,10,3,0.8,R,RC,1,0.3,4,0,80.3,241.0,0.0,0.0
HHCRSP_10_3_16_1.0_R_RC,1.0_R_RC,16,10,3,1.0,R,RC,1,0.3,5,0,98.0,294.0,0.0,0.0
HHCRSP_10_3_64_1.2_R_RC,1.2_R_RC,64,10,3,1.2,R,RC,1,0.3,6,0,97.3,250.0,31.0,11.0
HHCRSP_10_3_5_1.2_R_C,1.2_R_C,5,10,3,1.2,R,C,1,0.3,5,0,81.3,244.0,0.0,0.0
HHCRSP_10_3_2_1.0_C_RC,1.0_C_RC,2,10,3,1.0,C,RC,1,0.3,5,0,91.0,273.0,0.0,0.0
HHCRSP_10_3_29_0.4_C_RC,0.4_C_RC,29,10,3,0.4,C,RC,1,0.3,6,0,90.0,270.0,0.0,0.0
HHCRSP_10_3_44_1.0_C_C,1.0_C_C,44,10,3,1.0,C,C,1,0.3,6,0,65.0,195.0,0.0,0.0
HHCRSP_10_3_86_1.6_R_C,1.6_R_C,86,10,3,1.6,R,C,1,0.3,5,0,158.0,424.0,25.0,25.0
HHCRSP_10_3_20_1.0_C_RC,1.0_C_RC,20,10,3,1.0,C,RC,1,0.4,5,0,110.0,330.0,0.0,0.0
HHCRSP_10_3_17_0.8_C_RC,0.8_C_RC,17,10,3,0.8,C,RC,1,0.3,5,0,109.7,329.0,0.0,0.0
HHCRSP_10_3_76_1.0_R_R,1.0_R_R,76,10,3,1.0,R,R,1,0.3,5,1,429.3,386.0,675.0,227.0
HHCRSP_10_3_36_1.2_C_C,1.2_C_C,36,10,3,1.2,C,C,1,0.3,5,0,103.0,309.0,0.0,0.0
HHCRSP_10_3_15_0.8_C_RC,0.8_C_RC,15,10,3,0.8,C,RC,1,0.3,5,0,106.7,312.0,4.0,4.0
HHCRSP_10_3_77_1.0_R_C,1.0_R_C,77,10,3,1.0,R,C,1,0.4,5,0,84.7,254.0,0.0,0.0
HHCRSP_10_3_90_1.0_C_C,1.0_C_C,90,10,3,1.0,C,C,1,0.3,5,0,69.7,209.0,0.0,0.0
HHCRSP_10_3_47_1.2_C_RC,1.2_C_RC,47,10,3,1.2,C,RC,1,0.3,5,0,112.0,336.0,0.0,0.0
HHCRSP_10_3_22_0.4_C_C,0.4_C_C,22,10,3,0.4,C,C,1,0.3,5,0,76.0,228.0,0.0,0.0
HHCRSP_10_3_59_1.6_C_RC,1.6_C_RC,59,10,3,1.6,C,RC,1,0.4,5,0,119.7,331.0,20.0,8.0
HHCRSP_10_3_62_1.6_C_C,1.6_C_C,62,10,3,1.6,C,C,1,0.3,5,1,86.0,258.0,0.0,0.0
HHCRSP_10_3_78_1.0_C_C,1.0_C_C,78,10,3,1.0,C,C,1,0.3,5,0,118.7,356.0,0.0,0.0
HHCRSP_10_3_35_1.0_R_R,1.0_R_R,35,10,3,1.0,R,R,1,0.4,5,0,385.0,355.0,545.0,255.0
